F1
Opennessid 0,Opennessid 1,Opennessid 2,Opennessid 3,Opennessid 4
0.9877114870881566,0.9677765843179377,0.9383444451000059,0.9062716963665818,0.8957858437079899
0.9871274907423736,0.9680263312566122,0.9390854184641931,0.9184534473790672,0.9144313770928683
0.9862407274467575,0.9744545290617299,0.9685625149988001,0.9602109300095877,0.954233409610984
0.9890939597315438,0.9458340621538103,0.9326990838618745,0.9242477876106194,0.9158944696924984
0.9869728962153484,0.9752106784769637,0.958416087388282,0.931602473822791,0.9308045273784032
0.9847210707094635,0.9677227251071939,0.9450523591010707,0.9111256622418001,0.9004059062297782
0.9866713847605567,0.9655213130239697,0.931414152999197,0.9102824858757063,0.9049438330387182
0.9835632873425315,0.9700872705386699,0.964629840205877,0.9571600481347774,0.9501984843016962
0.9866906474820144,0.9467310939046398,0.9303223541800737,0.9211231504136083,0.9114614199359963
0.9838859047971846,0.9722546908643495,0.9544928419128846,0.9315920398009951,0.9307816577606561
0.9866856026983845,0.9669323183061734,0.9378313814601177,0.9167206931101549,0.9087371772196676
0.9893830364515748,0.9673481481481481,0.9418537039190603,0.9334820642282629,0.9298389940063462
0.9871572785377218,0.9699534490055015,0.9643202709240445,0.9586389323073224,0.9548231025098276
0.990321424303979,0.9447731755424064,0.9325684851322875,0.9190364277320799,0.9131504922644162
0.9870322341608002,0.9765240904621435,0.9580719299335362,0.9338468227840239,0.9309275793650794
0.9888704712289841,0.9666527967663319,0.9355555555555556,0.9094948550046772,0.9020062623216978
0.9895655249661026,0.9692462074257717,0.9427710843373494,0.9314815881980061,0.9313931743805517
0.9854189076132425,0.9620648259303722,0.9551247206619556,0.947591382231905,0.9440491981188954
0.9896611486284587,0.9575878453686867,0.9422782424313819,0.9329428989751098,0.9240834610397266
0.9859607891644504,0.9748283752860413,0.95702216236072,0.9349768875192604,0.9339407744874715
0.9865257909420074,0.9675098767616015,0.9339502602660498,0.9129998228102297,0.9007759228779686
0.9870512065921131,0.9660274621212122,0.9421468401486989,0.9299199251855748,0.9261553120533588
0.9856235773331735,0.9704020736632708,0.9609106787929893,0.9489252140590384,0.9432157800358637
0.9881294964028776,0.9396507003285491,0.9239813736903377,0.9128341935858029,0.9054524361948956
0.9852740997401311,0.9700598802395209,0.9542041117813616,0.9379907264296753,0.9367997523986383
Threshold
Opennessid 0,Opennessid 1,Opennessid 2,Opennessid 3,Opennessid 4
0.7483725545037234,0.9993468089644366,0.9999655855462638,0.9999922281884329,0.9999988920472422
0.5012499970833425,0.9960614469331801,0.9994377465980779,0.9999852904587436,0.9999910781606002
0.6315772816655844,0.9922401295743143,0.9972758101594683,0.9992235472424417,0.9997926716625409
0.6860980137641443,0.9957299025598971,0.9999053278017102,0.9999759895045071,0.999988463694972
0.6383010467496315,0.9476475485579559,0.999654429420272,0.9999404717179703,0.9999404717179703
0.5369326102732759,0.9979317778025723,0.9998281841616463,0.9999991345349682,0.9999991345349682
0.6186901785620998,0.9975954094525201,0.9993872836232002,0.9998160788666407,0.9999670995723409
0.7310120648588707,0.9936178020037145,0.9941065218442853,0.9991547187504783,0.999618111532317
0.6574574704025127,0.9819073697606571,0.9998095571623973,0.9999124309623222,0.9999944405176665
0.6101598376572814,0.9313107036702569,0.9927534059276395,0.9999733581199481,0.9999733581199481
0.572975115921622,0.9989511331905571,0.9998431400003333,0.9999959224085616,0.9999982148351341
0.7221120734726805,0.9993680019239232,0.9997848581899891,0.9999864755178822,0.9999918133656159
0.5793214684153889,0.9990686857355457,0.9996142749698387,0.9996142749698387,0.9998978534133061
0.5510697405499478,0.9934054083956885,0.9998689750815426,0.9999798239777593,0.9999860218334562
0.696564297267562,0.9145863856434262,0.9993982072730287,0.9999596942253923,0.9999657569263953
0.6175114617466921,0.9984453912842336,0.9999194053750142,0.999996497394727,0.999996497394727
0.6699590824057516,0.9986959811644113,0.9997545073435437,0.9999159480969766,0.9999852610106563
0.567829235183313,0.9986630145720548,0.9998121967807865,0.9999384735583889,0.9999384735583889
0.5555197677832042,0.973246783258561,0.9994320990665349,0.9996699472792618,0.9999377934159002
0.696774992386672,0.963137433481305,0.9946643364989654,0.9999035076191365,0.9999035076191365
0.7103291062775765,0.9878707232762207,0.9995087175805358,0.9999957813872603,0.9999974000090663
0.553779061810742,0.9991087482862673,0.9997276085657398,0.9999791262960199,0.9999980366482544
0.7508048535093998,0.9964490246587343,0.9992274179810164,0.9996207742175062,0.9997685685777018
0.6822213883816552,0.9835192065238723,0.9998766044372212,0.9999545108849774,0.9999822658382175
0.7596589646322496,0.8610454034281185,0.9988672798902783,0.999890008283413,0.9999062700923416
